"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
11484805,1,"M","Collares-Pereira","M","Unidade de Leptospirose e Borreliose de Lyme, Centro de Malária e outras Doenças Tropicais, Instituto de Higiene e Medicina Tropical, Universidade Nova de Lisboa, Portugal. mcp@ihmt.unl.pt"
11484805,2,"M L","Mathias","ML",""
11484805,3,"M","Santos-Reis","M",""
11484805,4,"M G","Ramalhinho","MG",""
11484805,5,"P","Duarte-Rodrigues","P",""
11486175,1,"J","Guarner","J","Infectious Disease Pathology Activity, Division of Viral and Rickettsial Diseases, and Division of Bacterial and Mycotic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA."
11486175,2,"W J","Shieh","WJ",""
11486175,3,"J","Morgan","J",""
11486175,4,"S L","Bragg","SL",""
11486175,5,"M D","Bajani","MD",""
11486175,6,"J W","Tappero","JW",""
11486175,7,"S R","Zaki","SR",""
11493412,1,"E D","Matos","ED","Octávio Mangabeira Hospital, Bahia School of Medicine and Public Health, Couto Maia Hospital, Brazil."
11493412,2,"E","Costa","E",""
11493412,3,"E","Sacramento","E",""
11493412,4,"A L","Caymmi","AL",""
11493412,5,"C A","Neto","CA",""
11493412,6,"M","Barreto Lopes","M",""
11493412,7,"A A","Lopes","AA",""
11496531,1,"C R","Middleton","CR","Research Corporation, University of Hawaii, USA."
11496531,2,"V E","Ansdell","VE",""
11496531,3,"D M","Sasaki","DM",""
11497082,1,"L","Ciceroni","L","National Centre for Leptospirosis, Department of Bacteriology and Medical Mycology, Istituto Superiore di Sanità, Rome, Italy."
11497082,2,"A","Pinto","A",""
11497082,3,"S","Ciarrocchi","S",""
11497082,4,"M","Castellani Pastoris","M",""
11507889,1,"M G","Avdeeva","MG",""
11507889,2,"D L","Moĭsova","DL",""
11507889,3,"O A","Zentsova","OA",""
11507889,4,"A M","Kostomarov","AM",""
11509689,1,"C W","Yang","CW","Department of Nephrology, Chang Gung Memorial Hospital and Graduate Institute of Veterinary Medicine, National Taiwan University, Taipei, Taiwan."
11509689,2,"M S","Wu","MS",""
11509689,3,"M J","Pan","MJ",""
11524519,1,"J N","Panicker","JN","Department of Medicine, Medical College, Thiruvananthapuram, Kerala, India. tatsat@vsnl.com"
11524519,2,"R","Mammachan","R",""
11524519,3,"R V","Jayakumar","RV",""
11526167,1,"B","Flannery","B","School of Public Health, University of California, Berkeley, California 94720, USA."
11526167,2,"D","Costa","D",""
11526167,3,"F P","Carvalho","FP",""
11526167,4,"H","Guerreiro","H",""
11526167,5,"J","Matsunaga","J",""
11526167,6,"E D","Da Silva","ED",""
11526167,7,"A G","Ferreira","AG",""
11526167,8,"L W","Riley","LW",""
11526167,9,"M G","Reis","MG",""
11526167,10,"D A","Haake","DA",""
11526167,11,"A I","Ko","AI",""
11549093,1,"D P","Alt","DP","Bacterial Diseases of Livestock Research Unit, National Animal Diseases Center, USDA, Ames, IA 50010, USA."
11549093,2,"R L","Zuerner","RL",""
11549093,3,"C A","Bolin","CA",""
11558063,1,"G I","Kirchner","GI","Abteilung Gastroenterologie und Hepatologie, Medizinische Hochschule Hannover. Kirchner.Gabriele@MH-Hannover.de"
11558063,2,"N","Krug","N",""
11558063,3,"J S","Bleck","JS",""
11558063,4,"D","Fliser","D",""
11558063,5,"M P","Manns","MP",""
11558063,6,"S","Wagner","S",""
11561578,1,"S C","Wang","SC","Department of Pediatrics, Changhua Christian Hospital, Taiwan, ROC."
11561578,2,"Y M","Wang","YM",""
11598056,1,"C","Branger","C","Unité de Bactériologie Médicale et Moléculaire des Leptospires, Ecole Nationale Vétérinaire de Nantes, 44307 Nantes Cedex 03, France."
11598056,2,"C","Sonrier","C",""
11598056,3,"B","Chatrenet","B",""
11598056,4,"B","Klonjkowski","B",""
11598056,5,"N","Ruvoen-Clouet","N",""
11598056,6,"A","Aubert","A",""
11598056,7,"G","André-Fontaine","G",""
11598056,8,"M","Eloit","M",""
11599683,1,"V","Michel","V","Unité de Bactériologie Médicale et Moléculaire des Leptospires, Nantes, France. michel@vet-nantes.fr"
11599683,2,"N","Ruvoen-Clouet","N",""
11599683,3,"A","Menard","A",""
11599683,4,"C","Sonrier","C",""
11599683,5,"C","Fillonneau","C",""
11599683,6,"F","Rakotovao","F",""
11599683,7,"J P","Ganière","JP",""
11599683,8,"G","André-Fontaine","G",""
11692294,1,"A R","Katz","AR","Department of Public Health Sciences and Epidemiology, John A. Burns School of Medicine, University of Hawaii, Honolulu, HI 96822, USA. katz@hawaii.edu"
11692294,2,"V E","Ansdell","VE",""
11692294,3,"P V","Effler","PV",""
11692294,4,"C R","Middleton","CR",""
11692294,5,"D M","Sasaki","DM",""
11692509,1,"L B","Corbeil","LB","Division of Infectious Diseases, University of California, San Diego, California, USA. lcorbeil@ucsd.edu"
11692509,2,"R H","BonDurant","RH",""
11705932,1,"B M","Naiman","BM","Department of Veterinary and Animal Sciences, University of Massachusetts, Amherst, Massachusetts 01003, USA."
11705932,2,"D","Alt","D",""
11705932,3,"C A","Bolin","CA",""
11705932,4,"R","Zuerner","R",""
11705932,5,"C L","Baldwin","CL",""
11708206,1,"A N","Hamir","AN","Department of Pathobiology, School of Veterinary Medicine, University of Pennsylvania, New Bolton Center, Kennett Square, Pennsylvania 19348, USA."
11708206,2,"C A","Hanlon","CA",""
11708206,3,"M","Niezgoda","M",""
11708206,4,"C E","Rupprecht","CE",""
11716133,1,"B","Flannery","B","Department of Public Health Biology and Epidemiology, School of Public Health, University of California, Berkeley 94720-7360, USA."
11716133,2,"M M","Pereira","MM",""
11716133,3,"F","Velloso L de","F",""
11716133,4,"C","Carvalho C de","C",""
11716133,5,"L G","De Codes","LG",""
11716133,6,"S","Orrico G de","S",""
11716133,7,"C M","Dourado","CM",""
11716133,8,"L W","Riley","LW",""
11716133,9,"M G","Reis","MG",""
11716133,10,"A I","Ko","AI",""
11731142,1,"J","Truccolo","J","Leptospira Laboratory, Institut Pasteur de Nouvelle-Calédonie, P.O. Box 61, 98845 Cedex, Nouméa, New Caledonia."
11731142,2,"O","Serais","O",""
11731142,3,"F","Merien","F",""
11731142,4,"P","Perolat","P",""
11748197,1,"Seoung Hoon","Lee","SH","Division of Infectious Diseases, Department of Internal Medicine, Graduate School of Biomedical Sciences, College of Medicine, Korea University, Seoul 136-705, Republic of Korea."
11748197,2,"Sangduk","Kim","S",""
11748197,3,"Seung Chul","Park","SC",""
11748197,4,"Min Ja","Kim","MJ",""
11779454,1,"C S","Abboud","CS","Hospital Infection Control Service Institution: AACD Hospital, Av. Prof. Ascendino Reis 724, Vila Clementino, São Paulo, SP 04027-000, Brazil. celyabboud@uol.com.br"
11779454,2,"I","Ferraretto","I",""
11785451,1,"P","Vijayachari","P","National Leptospirosis Reference Centre, Regional Medical Research Centre (ICMR), Port Blair, India."
11785451,2,"A P","Sugunan","AP",""
11785451,3,"T","Umapathi","T",""
11785451,4,"S C","Sehgal","SC",""
11806141,1,"M","Sakamoto","M","Department of Infectious Diseases, Yokohama Municipal Citizen's Hospital."
11806141,2,"H","Sagara","H",""
11806141,3,"N","Koizumi","N",""
11806141,4,"H","Watanabe","H",""
11806214,1,"G V","Mel'nik","GV",""
11806214,2,"L D","Degtiar'","LD",""
11825960,1,"Patcharin","Saengjaruk","P","Department of Microbiology and Immunology, Mahidol University, Bangkok, Thailand."
11825960,2,"Wanpen","Chaicumpa","W",""
11825960,3,"George","Watt","G",""
11825960,4,"Gaysorn","Bunyaraksyotin","G",""
11825960,5,"Vanaporn","Wuthiekanun","V",""
11825960,6,"Pramuan","Tapchaisri","P",""
11825960,7,"Chuanpit","Sittinont","C",""
11825960,8,"Thanachai","Panaphut","T",""
11825960,9,"Kanchana","Tomanakan","K",""
11825960,10,"Yuwaporn","Sakolvaree","Y",""
11825960,11,"Manas","Chongsa-Nguan","M",""
11825960,12,"Yuvadee","Mahakunkijcharoen","Y",""
11825960,13,"Thareerat","Kalambaheti","T",""
11825960,14,"Pimjai","Naigowit","P",""
11825960,15,"Michael Angelo L","Wambangco","MA",""
11825960,16,"Hisao","Kurazono","H",""
11825960,17,"Hideo","Hayashi","H",""
11837758,1,"S V","Trivedi","SV","Department of Medicine, Government Medical College, Surat."
11837758,2,"R K","Chavda","RK",""
11837758,3,"P Z","Wadia","PZ",""
11837758,4,"V","Sheth","V",""
11837758,5,"P N","Bhagade","PN",""
11837758,6,"S P","Trivedi","SP",""
11837758,7,"A M","Clerk","AM",""
11837758,8,"D M","Mevawala","DM",""
11838213,1,"L D","Smythe","LD","WHO/FAO Collaborating Centre for Reference and Research on Leptospirosis, Queensland Health Scientific Services, Kessels Road, Coopers Plains, Queensland 4108, Australia. Lee_Smythe@health.qld.gov.au"
11838213,2,"H E","Field","HE",""
11838213,3,"L J","Barnett","LJ",""
11838213,4,"C S","Smith","CS",""
11838213,5,"M F","Dohnt","MF",""
11838213,6,"M L","Symonds","ML",""
11838213,7,"M R","Moore","MR",""
11838213,8,"P F","Rolfe","PF",""
11838231,1,"Angela M","Colagross-Schouten","AM","Wildlife Health Center, School of Veterinary Medicine, University of California, Davis, California 95616, USA. amcolagross@ucdavis.edu"
11838231,2,"Jonna A K","Mazet","JA",""
11838231,3,"Frances M D","Gulland","FM",""
11838231,4,"Melissa A","Miller","MA",""
11838231,5,"Sharon","Hietala","S",""
11850271,1,"Johann","Truccolo","J","Leptospira Laboratory, Institut Pasteur de Nouvelle-Calédonie, 98845 Nouméa Cedex, New Caledonia."
11850271,2,"Françoise","Charavay","F",""
11850271,3,"Fabrice","Merien","F",""
11850271,4,"Philippe","Perolat","P",""
11873405,1,"P","Vijayachari","P","National Leptospirosis Reference Centre, Regional Medical Research Centre, (ICMR), Port Blair, India."
11873405,2,"A P","Sugunan","AP",""
11873405,3,"S C","Sehgal","SC",""
11874897,1,"Kai-Chung","Tse","KC","Nephrology Division, Department of Medicine, University of Hong Kong."
11874897,2,"Pok-Siu","Yip","PS",""
11874897,3,"King-Men","Hui","KM",""
11874897,4,"Fu-Keung","Li","FK",""
11874897,5,"Kwok-Yung","Yuen","KY",""
11874897,6,"Kar-Neng","Lai","KN",""
11874897,7,"Tak-Mao","Chan","TM",""
11889939,1,"J","Koko","J","Service de pédiatrie générale, Hôpital pédiatrique d'Owendo, BP 1208, Libreville, Gabon. jkoko@assala.com"
11889939,2,"A","Moussavou","A",""
11889939,3,"C","Orima","C",""
11889939,4,"C","Seilhan","C",""
11889939,5,"A","Lemba-Abaka","A",""
11889939,6,"S","Damas","S",""
11895088,1,"C N","Thornley","CN","Institute of Environmental Science and Research Ltd., Kenepuru Science Centre, Porirua, New Zealand."
11895088,2,"M G","Baker","MG",""
11895088,3,"P","Weinstein","P",""
11895088,4,"E W","Maas","EW",""
11895929,1,"Decio","Diament","D","Escola Paulista de Medicina, Federal University of São Paulo, Instituto de Infectologia Emilio Ribas, São Paulo, Brazil."
11895929,2,"Milena Karina Colo","Brunialti","MK",""
11895929,3,"Eliete Calo","Romero","EC",""
11895929,4,"Esper Georges","Kallas","EG",""
11895929,5,"Reinaldo","Salomao","R",""
11913501,1,"J","Bishara","J","Department of Internal Medicine C, Rabin Medical Centre, Sackler School of Medicine, Tel-Aviv University, Petach-Tikva, Israel. bisha@netvision.net.il"
11913501,2,"E","Amitay","E",""
11913501,3,"A","Barnea","A",""
11913501,4,"S","Yitzhaki","S",""
11913501,5,"S","Pitlik","S",""
11922230,1,"A M","Bal","AM","Department of Medicine, BJ Medical College, Pune."
11922230,2,"A L","Kakrani","AL",""
11922230,3,"R S","Bharadwaj","RS",""
11922230,4,"A S","Kagal","AS",""
11922230,5,"S A","Joshi","SA",""
11922230,6,"V P","Arjunwadkar","VP",""
11923374,1,"Paul V","Effler","PV","Epidemiology Branch, Communicable Disease Division, Hawaii State Department of Health, Honolulu, Hawaii 96813, USA. pveffler@mail.health.state.hi.us"
11923374,2,"April K","Bogard","AK",""
11923374,3,"Harry Y","Domen","HY",""
11923374,4,"Alan R","Katz","AR",""
11923374,5,"Henry Y","Higa","HY",""
11923374,6,"David M","Sasaki","DM",""
11924124,1,"V I","Pokrovskiĭ","VI",""
11924124,2,"V V","Maleev","VV",""
11924124,3,"V I","Efremenko","VI",""
11924124,4,"A B","Zborovskiĭ","AB",""
11924124,5,"I P","Gontar'","IP",""
11924124,6,"I S","Tiumentseva","IS",""
11924124,7,"E N","Afanas'ev","EN",""
11929061,1,"Jochen","Abb","J","Institute of Microbiology, Klinikum Ludwigsburg, Germany."
11941571,1,"David A","Haake","DA","Veterans Affairs Greater Los Angeles Healthcare System, and Department of Medicine, University of California Los Angeles School of Medicine, Los Angeles, CA 90073, USA. dhaake@ucla.edu"
11941571,2,"Manjula","Dundoo","M",""
11941571,3,"Rumi","Cader","R",""
11941571,4,"Bernard M","Kubak","BM",""
11941571,5,"Rudy A","Hartskeerl","RA",""
11941571,6,"James J","Sejvar","JJ",""
11941571,7,"David A","Ashford","DA",""
11953365,1,"Paul A","Cullen","PA","Bacterial Pathogenesis Research Group, Department of Microbiology, Monash University, Victoria 3800, Australia."
11953365,2,"Stuart J","Cordwell","SJ",""
11953365,3,"Dieter M","Bulach","DM",""
11953365,4,"David A","Haake","DA",""
11953365,5,"Ben","Adler","B",""
11956365,1,"Edson","Marchiori","E","Department of Radiology, Universidade Federal Fluminense and Hospital Universitario Clementino Fraga Filho, Rio de Janeiro, Brazil."
11956365,2,"Nestor L","Müller","NL",""
11964872,1,"J M","Vinetz","JM","World Health Organization Collaborating Center for Tropical Diseases, University of Texas Medical Branch, Galveston, Texas 77555-0609, USA. jovinetz@utmb.edu"
11967582,1,"Edilson","Sacramento","E","Hospital Universitário Professor Edgard Santos, Faculdade de Medicina, Universidade Federal da Bahia, Brazil. edil.son@ssa.terra.com.br"
11967582,2,"Antonio Alberto","Lopes","AA",""
11967582,3,"Everaldo","Costa","E",""
11967582,4,"Olaivio Lima","Passos","OL",""
11967582,5,"Yara Aragão","Costa","YA",""
11967582,6,"Eliana Dias","Matos","ED",""
11974613,1,"C","Mackintosh","C","AgResearch Invermay, P.O. Box 50034, Mosgiel, New Zealand."
11974613,2,"J C","Haigh","JC",""
11974613,3,"F","Griffin","F",""
11996391,1,"E","Scanziani","E","Sezione di Anatomia Patologica Veterinaria e Patologia Aviare, Dipartimento di Patologia Animale, Igiene e Sanità Pubblica Veterinaria, Facoltà di Medicina Veterinaria, Milano, Italy."
11996391,2,"F","Origgi","F",""
11996391,3,"A M","Giusti","AM",""
11996391,4,"G","Iacchia","G",""
11996391,5,"A","Vasino","A",""
11996391,6,"G","Pirovano","G",""
11996391,7,"P","Scarpa","P",""
11996391,8,"S","Tagliabue","S",""
11999813,1,"W","Tangkanakul","W","Department of Communicable Disease Control, Ministry of Public Health, Nonthaburi, Thailand."
11999813,2,"P","Siriarayaporn","P",""
11999813,3,"T","Pool","T",""
11999813,4,"K","Ungchusak","K",""
11999813,5,"S","Chunsuttiwat","S",""
12007438,1,"C K","Eapen","CK","Malankara Orthodox Syrian Church Medical Mission Hospital, Kolenchery, India."
12007438,2,"Sheela","Sugathan","S",""
12007438,3,"Mariamma","Kuriakose","M",""
12007438,4,"Theresia","Abdoel","T",""
12007438,5,"Henk L","Smits","HL",""
12016952,1,"Y","Yi","Y","Jiangsu Province Institute of Materia Medica, China Pharmaceutical University, Nanjing 210009."
12016952,2,"Z","Cao","Z",""
12016952,3,"D","Yang","D",""
12016952,4,"Y","Cao","Y",""
12016952,5,"Y","Wu","Y",""
12016952,6,"S","Zhao","S",""
12018468,1,"H J","Theilen","HJ","Dept of Anesthesiology and Intensive Care Medicine, University Hospital Carl Gustav Carus, Medical Faculty, Technical University of Dresden, Germany. theilen@rcs.urz.tu-dresden.de"
12018468,2,"C","Lück","C",""
12018468,3,"U","Hanisch","U",""
12018468,4,"M","Ragaller","M",""
12026062,1,"A A","Oliveira","AA","Federal Rural University of Pernambuco, Department of Veterinary Medicine, Recife-PE, Brazil. deaalice@zipmail.com.br"
12026062,2,"R A","Mota","RA",""
12026062,3,"G C","Pereira","GC",""
12026062,4,"H","Langoni","H",""
12026062,5,"M I","Souza","MI",""
12026062,6,"W A","Navegantes","WA",""
12026062,7,"M E","Sá","ME",""
12030403,1,"Alemka","Markotić","A","Department for Research and Development, Institute of Immunology, Zagreb, Croatia."
12030403,2,"Ilija","Kuzman","I",""
12030403,3,"Krsto","Babić","K",""
12030403,4,"Alenka","Gagro","A",""
12030403,5,"Stuart","Nichol","S",""
12030403,6,"Thomas G","Ksiazek","TG",""
12030403,7,"Sabina","Rabatić","S",""
12030403,8,"Dragan","Dekaris","D",""
12032894,1,"Juliette","Morgan","J","Meningitis and Special Pathogens Branch, Division of Bacterial and Mycotic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA, 30333, USA. jtm7@cdc.gov"
12032894,2,"Shari L","Bornstein","SL",""
12032894,3,"Adam M","Karpati","AM",""
12032894,4,"Michael","Bruce","M",""
12032894,5,"Carole A","Bolin","CA",""
12032894,6,"Constance C","Austin","CC",""
12032894,7,"Christopher W","Woods","CW",""
12032894,8,"Jairam","Lingappa","J",""
12032894,9,"Carl","Langkop","C",""
12032894,10,"Belinda","Davis","B",""
12032894,11,"Donald R","Graham","DR",""
12032894,12,"Mary","Proctor","M",""
12032894,13,"David A","Ashford","DA",""
12032894,14,"Mary","Bajani","M",""
12032894,15,"Sandra L","Bragg","SL",""
12032894,16,"Kathleen","Shutt","K",""
12032894,17,"Bradley A","Perkins","BA",""
12032894,18,"Jordan W","Tappero","JW",""
12034542,1,"Leonardo José","Richtzenhain","LJ","Department of Preventive Veterinary Medicine and Animal Health, University of São Paulo, 05508-900, Brazil. leonardo@usp.br"
12034542,2,"Adriana","Cortez","A",""
12034542,3,"Marcos Bryan","Heinemann","MB",""
12034542,4,"Rodrigo Martins","Soares","RM",""
12034542,5,"Sidnei Miyoshi","Sakamoto","SM",""
12034542,6,"Silvio Arruda","Vasconcellos","SA",""
12034542,7,"Zenaide Maria Morais","Higa","ZM",""
12034542,8,"Eliana","Scarcelli","E",""
12034542,9,"Margareth Elide","Genovez","ME",""
12038034,1,"Alfredo","Seijo","A","Hospital FJ Muñiz, GCBA, Universidad Nacional del Centro de la Provincia de Buenos Aires, Tandil, Argentina."
12038034,2,"Héctor","Coto","H",""
12038034,3,"Jorge","San Juan","J",""
12038034,4,"Juan","Videla","J",""
12038034,5,"Bettina","Deodato","B",""
12038034,6,"Beatriz","Cernigoi","B",""
12038034,7,"Oscar","Garcia Messina","O",""
12038034,8,"Oscar","Collia","O",""
12038034,9,"Diana","de Bassadoni","D",""
12038034,10,"Ricardo","Schtirbu","R",""
12038034,11,"Alejandro","Olenchuk","A",""
12038034,12,"Dorta Gleyre","de Mazzonelli","DG",""
12038034,13,"Alberto","Parma","A",""
12044303,1,"Thanachai","Panaphut","T","Khon Kaen Hospital, Khon Kaen, Thailand."
12044303,2,"Somnuek","Domrongkitchaiporn","S",""
12044303,3,"Bandit","Thinkamrop","B",""
12048563,1,"Islay","Rodríguez","I","Departamento de Bacteriología-Micología, Instituto 'Pedro Kourí', Ciudad de La Habana, Cuba. islay@ipk.sld.cu"
12048563,2,"Elvio L","Alvarez","EL",""
12048563,3,"Carmen","Fernández","C",""
12048563,4,"Alina","Miranda","A",""
12067823,1,"Michail L.","Sion","ML","Third Department of Internal Medicine, School of Medicine, Aristotelian University of Thessaloniki, Thessaloniki, Greece"
12067823,2,"Apostolos I.","Hatzitolios","AI",""
12067823,3,"Melina C.","Armenaka","MC",""
